"","tag","percent"
"93","fan noise",0.00115979381443299
"94","battery life",0.00115979381443299
"95","no sound",0.00115979381443299
"96","digitizer replacement",0.00115979381443299
"97","shut down",0.00115979381443299
"98","wifi problem",0.00115979381443299
"99","startup failure",0.00115979381443299
"100","crash",0.00115979381443299
"101","tv",0.00115979381443299
"102","sound",0.00103092783505155
"103","display replacement",0.00103092783505155
"104","headset",0.00103092783505155
"105","screen cracked",0.00103092783505155
"106","audio",0.00103092783505155
"107","controller",0.00103092783505155
"108","glass replacement",0.00103092783505155
"109","white screen",0.00103092783505155
"110","computer",0.00103092783505155
"111","no display",0.00103092783505155
"112","broken",0.00103092783505155
"113","logic board replacement",0.00103092783505155
"114","screen not working",0.00103092783505155
"115","macbook",0.00103092783505155
"116","sound not working",0.000902061855670103
"117","lenovo",0.000902061855670103
"118","dell",0.000902061855670103
"119","touch",0.000902061855670103
"120","blank screen",0.000902061855670103
"121","lines on screen",0.000902061855670103
"122","windows 10",0.000902061855670103
"123","galaxy",0.000902061855670103
"124","software",0.000902061855670103
"125","flash",0.000902061855670103
"126","reboot",0.000902061855670103
"127","sound issue",0.000902061855670103
"128","water damaged",0.000902061855670103
"129","unresponsive",0.000902061855670103
"130","u2 ic",0.000902061855670103
"131","shutdown",0.000902061855670103
"132","antenna",0.00077319587628866
"133","camera lens",0.00077319587628866
"134","switch",0.00077319587628866
"135","button",0.00077319587628866
"136","logic board repair",0.00077319587628866
"137","software issue",0.00077319587628866
"138","mac pro",0.00077319587628866
"139","ipad",0.00077319587628866
"140","sd card slot",0.00077319587628866
"141","macbook 13""",0.00077319587628866
"142","lg",0.00077319587628866
"143","hardware",0.00077319587628866
"144","damaged",0.00077319587628866
"145","home button replacement",0.00077319587628866
"146","hdd",0.00077319587628866
"147","parts",0.00077319587628866
"148","macbook pro 15""",0.00077319587628866
"149","wifi antenna",0.00077319587628866
"150","error",0.00077319587628866
"151","flex cable",0.00077319587628866
"152","water",0.00077319587628866
"153","trackpad not working",0.00077319587628866
"154","usb port",0.00077319587628866
"155","startup",0.00077319587628866
"156","ps4",0.00077319587628866
"157","stuck",0.00077319587628866
"158","wireless",0.00077319587628866
"159","dropped",0.000644329896907216
"160","firmware",0.000644329896907216
"161","s7",0.000644329896907216
"162","imac 21.5",0.000644329896907216
"163","apple logo",0.000644329896907216
"164","carrier unlock",0.000644329896907216
"165","dead phone",0.000644329896907216
"166","glass",0.000644329896907216
"167","acer",0.000644329896907216
"168","iphone5",0.000644329896907216
"169","transmission",0.000644329896907216
"170","bios",0.000644329896907216
"171","display assembly",0.000644329896907216
"172","ssd replacement",0.000644329896907216
"173","sim card not recognized",0.000644329896907216
"174","bricked",0.000644329896907216
"175","charging port damaged",0.000644329896907216
"176","audio issues",0.000644329896907216
"177","imac 27",0.000644329896907216
"178","printer problems",0.000644329896907216
"179","camera problem",0.000644329896907216
"180","front camera",0.000644329896907216
"181","gpu",0.000644329896907216
"182","android",0.000644329896907216
"183","wont charge",0.000644329896907216
"184","not powering on",0.000644329896907216
"185","replacement screen",0.000644329896907216
"186","ps3",0.000644329896907216
"187","cellular antenna",0.000644329896907216
"188","screen replacement issue",0.000644329896907216
"189","power issues",0.000644329896907216
"190","macbook air",0.000644329896907216
"191","tablet",0.000644329896907216
"192","logitech",0.000644329896907216
"193","lens",0.000644329896907216
"194","update failed",0.000644329896907216
"195","screws",0.000644329896907216
"196","recovery mode",0.000644329896907216
"197","soldering",0.000644329896907216
"198","playstation",0.000644329896907216
"199","restore",0.000644329896907216
"200","replacement parts",0.000644329896907216
"201","lightning connector",0.000644329896907216
"202","lcd display problem",0.000644329896907216
"203","diy",0.000515463917525773
"204","network",0.000515463917525773
"205","factory reset",0.000515463917525773
"206","glitch",0.000515463917525773
"207","adhesive",0.000515463917525773
"208","crashing",0.000515463917525773
"209","black screen of death",0.000515463917525773
"210","earpiece",0.000515463917525773
"211","speakers",0.000515463917525773
"212","headphones",0.000515463917525773
"213","gamecube",0.000515463917525773
"214","screen  broke",0.000515463917525773
"215","charging problems",0.000515463917525773
"216","blackberry",0.000515463917525773
"217","freezing",0.000515463917525773
"218","air conditioner",0.000515463917525773
"219","hdmi",0.000515463917525773
"220","speaker issue",0.000515463917525773
"221","cpu upgrade",0.000515463917525773
"222","capacitor",0.000515463917525773
"223","memory",0.000515463917525773
"224","software fixes",0.000515463917525773
"225","hdd upgrade",0.000515463917525773
"226","frame",0.000515463917525773
"227","graphics card",0.000515463917525773
"228","bluetooth antenna",0.000515463917525773
"229","no service",0.000515463917525773
"230","ribbon cable",0.000515463917525773
"231","lcd backlight",0.000515463917525773
"232","sony",0.000515463917525773
"233","board repair",0.000515463917525773
"234","usb",0.000515463917525773
"235","smoke",0.000515463917525773
"236","earphones",0.000515463917525773
"237","bios password",0.000515463917525773
"238","battery drain",0.000515463917525773
"239","hdd replacement",0.000515463917525773
"240","hp",0.000515463917525773
"241","philips",0.000515463917525773
"242","help !!!!!",0.000515463917525773
"243","random shut down",0.000515463917525773
"244","iphone 7 home button",0.000515463917525773
"245","restart continously",0.000515463917525773
"246","connector",0.000515463917525773
"247","ipad mini 2",0.000515463917525773
"248","sd card",0.000515463917525773
"249","motherboard replacement",0.000515463917525773
"250","printer",0.000515463917525773
"251","blinking",0.000515463917525773
"252","turning off",0.000515463917525773
"253","motor",0.000515463917525773
"254","freeze",0.000515463917525773
"255","usb port not responding",0.000515463917525773
"256","sim card error",0.000515463917525773
"257","fix",0.000515463917525773
"258","sim",0.000515463917525773
"259","earpiece speaker",0.000515463917525773
"260","pinout",0.000515463917525773
"261","mainboard",0.000515463917525773
"262","ex: battery",0.000515463917525773
"263","scratch",0.000515463917525773
"264","flickering",0.000515463917525773
"265","magsafe",0.000515463917525773
"266","hinge broken",0.000515463917525773
"267","monitor",0.000515463917525773
"268","ps3 slim",0.000515463917525773
"269","samsung galaxy",0.000515463917525773
"270","volume",0.00038659793814433
"271","power on issue",0.00038659793814433
"272","motorola",0.00038659793814433
"273","power problem",0.00038659793814433
"274","network connection",0.00038659793814433
"275","white lines",0.00038659793814433
"276","3ds xl",0.00038659793814433
"277","ram change",0.00038659793814433
"278","ylod",0.00038659793814433
"279","iphone 6s display replacement",0.00038659793814433
"280","charger",0.00038659793814433
"281","overheat",0.00038659793814433
"282","lights",0.00038659793814433
"283","sleep mode",0.00038659793814433
"284","no damage",0.00038659793814433
"285","no simcard detection",0.00038659793814433
"286","ghost touches",0.00038659793814433
"287","won't turn on!",0.00038659793814433
"288","audio jack",0.00038659793814433
"289","youtube app",0.00038659793814433
"290","fixable?",0.00038659793814433
"291","dropped calls",0.00038659793814433
"292","power adapter",0.00038659793814433
"293","lcd screen replacement",0.00038659793814433
"294","screen acting up",0.00038659793814433
"295","usb device not recognized",0.00038659793814433
"296","ds lite",0.00038659793814433
"297","optical drive",0.00038659793814433
"298","mic",0.00038659793814433
"299","missing part",0.00038659793814433
"300","fan replacement",0.00038659793814433
"301","back cover",0.00038659793814433
"302","passcode",0.00038659793814433
"303","detection issues",0.00038659793814433
"304","wiring",0.00038659793814433
"305","lagging",0.00038659793814433
"306","cracked glass",0.00038659793814433
"307","broken connector",0.00038659793814433
"308","back camera",0.00038659793814433
"309","hifi",0.00038659793814433
"310","internet connection problem",0.00038659793814433
"311","drivers",0.00038659793814433
"312","display issues",0.00038659793814433
"313","iphone7 plus",0.00038659793814433
"314","reset",0.00038659793814433
"315","black display",0.00038659793814433
"316","mainboard damage",0.00038659793814433
"317","not working at all",0.00038659793814433
"318","kernel panic",0.00038659793814433
"319","pcb",0.00038659793814433
"320","battery draining fast",0.00038659793814433
"321","no power at all",0.00038659793814433
"322","cracked",0.00038659793814433
"323","contacts",0.00038659793814433
"324","cable",0.00038659793814433
"325","external hard drive",0.00038659793814433
"326","no power on",0.00038659793814433
"327","gps problem",0.00038659793814433
"328","turn on problem",0.00038659793814433
"329","motherboard damage",0.00038659793814433
"330","hdmi port problem",0.00038659793814433
"331","a1502",0.00038659793814433
"332","unknown error",0.00038659793814433
"333","headphone",0.00038659793814433
"334","hinge",0.00038659793814433
"335","iphone 6 screen replacement",0.00038659793814433
"336","laser problem",0.00038659793814433
"337","long screw damage",0.00038659793814433
"338","failure to work",0.00038659793814433
"339","faulty",0.00038659793814433
"340","charge",0.00038659793814433
"341","magsafe dc-in board",0.00038659793814433
"342","electronics",0.00038659793814433
"343","electrical",0.00038659793814433
"344","heating issue",0.00038659793814433
"345","flickering screen",0.00038659793814433
"346","gps",0.00038659793814433
"347","internet",0.00038659793814433
"348","frozen",0.00038659793814433
"349","frozen screen",0.00038659793814433
"350","calling",0.00038659793814433
"351","engine",0.00038659793814433
"352","reassembly",0.00038659793814433
"353","update",0.00038659793814433
"354","light",0.00038659793814433
"355","flashing screen",0.00038659793814433
"356","keyboard keys",0.00038659793814433
"357","sensor",0.00038659793814433
"358","battery charging issues",0.00038659793814433
"359","drone",0.00038659793814433
"360","ic chip",0.00038659793814433
"361","processor",0.00038659793814433
"362","prohibitory symbol",0.00038659793814433
"363","nintendo",0.00038659793814433
"364","keys",0.00038659793814433
"365","dell laptop",0.00038659793814433
"366","dropped phone",0.00038659793814433
"367","sd card problem",0.00038659793814433
"368","reboot loop",0.00038659793814433
"369","logicboard",0.00038659793814433
"370","iphone6s",0.00038659793814433
"371","slow",0.00038659793814433
"372","charge problem",0.00038659793814433
"373","slow processing",0.00038659793814433
"374","ipod",0.00038659793814433
"375","wiring diagram",0.00038659793814433
"376","short circuit",0.00038659793814433
"377","video problem",0.00038659793814433
"378","iphone 7 plus  screen replacement",0.00038659793814433
"379","fans run high",0.00038659793814433
"380","recovery",0.00038659793814433
"381","note 4",0.00038659793814433
"382","htc",0.00038659793814433
"383","macbook air 13""",0.00038659793814433
"384","screwdriver",0.00038659793814433
"385","tablet repair",0.00038659793814433
"386","vertical lines on screen",0.00038659793814433
"387","imac cpu replacement",0.00038659793814433
"388","xbox one controller",0.00038659793814433
"389","kenmore",0.00038659793814433
"390","wifi card",0.00038659793814433
"391","wake from sleep issue",0.00038659793814433
"392","nikon",0.00038659793814433
"393","pop",0.00038659793814433
"394","ipad air",0.00038659793814433
"395","dust cleaning",0.00038659793814433
"396","phone",0.00038659793814433
"397","keys don't work",0.00038659793814433
"398","refrigerator",0.00038659793814433
"399","turns off",0.00038659793814433
"400","start up problems",0.00038659793814433
"401","restarting",0.00038659793814433
"402","toshiba",0.00038659793814433
"403","replace",0.00038659793814433
"404","vista",0.00038659793814433
"405","shutdown problem",0.00038659793814433
"406","toshiba satellite",0.00038659793814433
"407","not",0.00038659793814433
"408","scratches",0.00038659793814433
"409","upgrade ram",0.00038659793814433
"410","aux",0.000257731958762887
"411","booting problem",0.000257731958762887
"412","ipad 3",0.000257731958762887
"413","attempted repair",0.000257731958762887
"414","notifications",0.000257731958762887
"415","faulty screen",0.000257731958762887
"416","spacebar",0.000257731958762887
"417","new screen",0.000257731958762887
"418","language change",0.000257731958762887
"419","plastic broken",0.000257731958762887
"420","asus zenpad",0.000257731958762887
"421","malfunction",0.000257731958762887
"422","activation lock",0.000257731958762887
"423","ghosting",0.000257731958762887
"424","adapter",0.000257731958762887
"425","model number",0.000257731958762887
"426","alcatel",0.000257731958762887
"427","ge",0.000257731958762887
"428","brightness",0.000257731958762887
"429","bars on screen",0.000257731958762887
"430","defrosting",0.000257731958762887
"431","cellular",0.000257731958762887
"432","oil change",0.000257731958762887
"433","amplifier",0.000257731958762887
"434","hard drive cable",0.000257731958762887
"435","shuts down",0.000257731958762887
"436","cracked screen but still works",0.000257731958762887
"437","beats studio wireless 2.0",0.000257731958762887
"438","screen replacment",0.000257731958762887
"439","5s",0.000257731958762887
"440","galaxy s8",0.000257731958762887
"441","plugged in not charging",0.000257731958762887
"442","socket 775",0.000257731958762887
"443","ac adapter",0.000257731958762887
"444","forgotten password",0.000257731958762887
"445","directions",0.000257731958762887
"446","iphone5s",0.000257731958762887
"447","cracked display",0.000257731958762887
"448","mower",0.000257731958762887
"449","restoring",0.000257731958762887
"450","not starting",0.000257731958762887
"451","iphone repair",0.000257731958762887
"452","discman",0.000257731958762887
"453","broken usb port",0.000257731958762887
"454","display cable",0.000257731958762887
"455","hobart",0.000257731958762887
"456","messaging",0.000257731958762887
"457","battery connector",0.000257731958762887
"458","headphone amp",0.000257731958762887
"459","jack",0.000257731958762887
"460","display backlight",0.000257731958762887
"461","hard reset",0.000257731958762887
"462","4k smart tv",0.000257731958762887
"463","power button broken",0.000257731958762887
"464","3ds xl 2015",0.000257731958762887
"465","a1466",0.000257731958762887
"466","front",0.000257731958762887
"467","loudspeaker",0.000257731958762887
"468","gopro",0.000257731958762887
"469","compatibility",0.000257731958762887
"470","ipod 3rd gen",0.000257731958762887
"471","xbox",0.000257731958762887
"472","system error",0.000257731958762887
"473","fan always on",0.000257731958762887
"474","capacitive buttons",0.000257731958762887
"475","electrical problem?",0.000257731958762887
"476","washing machine",0.000257731958762887
"477","red light flashes",0.000257731958762887
"478","itunes restore",0.000257731958762887
"479","iphone 7",0.000257731958762887
"480","iphone 6",0.000257731958762887
"481","black screeen",0.000257731958762887
"482","film problem",0.000257731958762887
"483","amp",0.000257731958762887
"484","display connector",0.000257731958762887
"485","touchscreen not working",0.000257731958762887
"486","block",0.000257731958762887
"487","no sim",0.000257731958762887
"488","screen not responding",0.000257731958762887
"489","frozen on startup",0.000257731958762887
"490","iphone 4",0.000257731958762887
"491","noise",0.000257731958762887
"492","clutch adjustment",0.000257731958762887
"493","brick",0.000257731958762887
"494","won't charge",0.000257731958762887
"495","joystick",0.000257731958762887
"496","hardware test",0.000257731958762887
"497","blank display",0.000257731958762887
"498","component identification",0.000257731958762887
"499","diagnostic led",0.000257731958762887
"500","cpu",0.000257731958762887
"501","ios update",0.000257731958762887
"502","failure",0.000257731958762887
"503","i dont know what to do",0.000257731958762887
"504","ac",0.000257731958762887
"505","switch on problem",0.000257731958762887
"506","iphone 5s home button",0.000257731958762887
"507","clutch replacement hinges",0.000257731958762887
"508","apple logo loop",0.000257731958762887
"509","game",0.000257731958762887
"510","dropped on floor",0.000257731958762887
"511","charging circuit",0.000257731958762887
"512","hard disk",0.000257731958762887
"513","system update android",0.000257731958762887
"514","2017",0.000257731958762887
"515","storage capacity",0.000257731958762887
"516","ear speaker",0.000257731958762887
"517","canon 70d",0.000257731958762887
"518","joy-con",0.000257731958762887
"519","wifi connection problem",0.000257731958762887
"520","speakers not working",0.000257731958762887
"521","glass broken",0.000257731958762887
"522","broken glass",0.000257731958762887
"523","operating system",0.000257731958762887
"524","fpc connector",0.000257731958762887
"525","ps3 40gb",0.000257731958762887
"526","usb dead",0.000257731958762887
"527","keyboard backlight",0.000257731958762887
"528","haptic-feedback",0.000257731958762887
"529","harddrive",0.000257731958762887
"530","fastboot protocol support",0.000257731958762887
"531","power plug",0.000257731958762887
"532","video card",0.000257731958762887
"533","chromebook",0.000257731958762887
"534","screen mirroring",0.000257731958762887
"535","capacity",0.000257731958762887
"536","broken glass on screen",0.000257731958762887
"537","iphone 5",0.000257731958762887
"538","imac 27 inch",0.000257731958762887
"539","disassemble",0.000257731958762887
"540","cables",0.000257731958762887
"541","micromax",0.000257731958762887
"542","screen problems",0.000257731958762887
"543","sreen cracked bad",0.000257731958762887
"544","photos recovery",0.000257731958762887
"545","housing",0.000257731958762887
"546","turn off itself",0.000257731958762887
"547","touch id won't work",0.000257731958762887
"548","dropped laptop",0.000257731958762887
"549","2ds wont turn on",0.000257731958762887
"550","charging connector",0.000257731958762887
"551","dfu",0.000257731958762887
"552","signal issue",0.000257731958762887
"553","faceplate",0.000257731958762887
"554","dual hard drive",0.000257731958762887
"555","no water damage",0.000257731958762887
"556","carrier",0.000257731958762887
"557","blu",0.000257731958762887
"558","icloud",0.000257731958762887
"559","memory card",0.000257731958762887
"560","3ds",0.000257731958762887
"561","elite",0.000257731958762887
"562","text",0.000257731958762887
"563","grey screen",0.000257731958762887
"564","upgrading",0.000257731958762887
"565","dim green light magsafe",0.000257731958762887
"566","usb port replacement",0.000257731958762887
"567","password problem",0.000257731958762887
"568","phone app",0.000257731958762887
"569","touchpad",0.000257731958762887
"570","not charging after battery replaced",0.000257731958762887
"571","lock",0.000257731958762887
"572","component",0.000257731958762887
"573","dark screen",0.000257731958762887
"574","recording",0.000257731958762887
"575","beats by dre",0.000257731958762887
"576","car",0.000257731958762887
"577","focus",0.000257731958762887
"578","panasonic viera tv",0.000257731958762887
"579","iphone 5s screen",0.000257731958762887
"580","crack",0.000257731958762887
"581","screen damage",0.000257731958762887
"582","flex",0.000257731958762887
"583","dismantle",0.000257731958762887
"584","gsm antenna",0.000257731958762887
"585","proximity sensor",0.000257731958762887
"586","video",0.000257731958762887
"587","cleaning",0.000257731958762887
"588","no charging",0.000257731958762887
"589","gps antenna",0.000257731958762887
"590","mouse pad",0.000257731958762887
"591","data transfer",0.000257731958762887
"592","sreen jus displays mtn logo",0.000257731958762887
"593","power button not working",0.000257731958762887
"594","dsi xl",0.000257731958762887
"595","flex cable replacement",0.000257731958762887
"596","charge port",0.000257731958762887
"597","adhesive tape",0.000257731958762887
"598","wireless problem",0.000257731958762887
"599","brother printer support",0.000257731958762887
"600","screen broken",0.000257731958762887
"601","computer issues",0.000257731958762887
"602","unlock",0.000257731958762887
"603","no signal",0.000257731958762887
"604","circuit board",0.000257731958762887
"605","tear down",0.000257731958762887
"606","backlight problem",0.000257731958762887
"607","5",0.000257731958762887
"608","surface pro 4",0.000257731958762887
"609","front panel",0.000257731958762887
"610","flashlight",0.000257731958762887
"611","zte",0.000257731958762887
"612","2ds",0.000257731958762887
"613","charger port",0.000257731958762887
"614","sim card reader",0.000257731958762887
"615","digitizer broken",0.000257731958762887
"616","mobile phone",0.000257731958762887
"617","powering on",0.000257731958762887
"618","power windows",0.000257731958762887
"619","drive",0.000257731958762887
"620","ps4 motherboard",0.000257731958762887
"621","dock connector",0.000257731958762887
"622","components",0.000257731958762887
"623","sd card missing on file manager",0.000257731958762887
"624","serial number",0.000257731958762887
"625","backlight fuse",0.000257731958762887
"626","4",0.000257731958762887
"627","time",0.000257731958762887
"628","swap parts",0.000257731958762887
"629","a1278",0.000257731958762887
"630","trackpad replacement",0.000257731958762887
"631","crashes",0.000257731958762887
"632","purple lines on screen",0.000257731958762887
"633","restarting continuously",0.000257731958762887
"634","fastboot",0.000257731958762887
"635","buzzing noise",0.000257731958762887
"636","volume button",0.000257731958762887
"637","touch is not working",0.000257731958762887
"638","MacBook Pro",0.000257731958762887
"639","hard drive upgrade",0.000257731958762887
"640","laptop wont power up",0.000257731958762887
"641","instax mini 8",0.000257731958762887
"642","touch ic",0.000257731958762887
"643","stopped working",0.000257731958762887
"644","glue",0.000257731958762887
"645","fingerprint scanner",0.000257731958762887
"646","microsoldering",0.000257731958762887
"647","drain",0.000257731958762887
"648","fan speed",0.000257731958762887
"649","glass only",0.000257731958762887
"650","touchpad wont work",0.000257731958762887
"651","steering shaft",0.000257731958762887
"652","not responding",0.000257731958762887
"653","internal",0.000257731958762887
"654","dtek",0.000257731958762887
"655","k45ss",0.000257731958762887
"656","mini",0.000257731958762887
"657","gaming",0.000257731958762887
"658","retina",0.000257731958762887
"659","interchangeable parts",0.000257731958762887
"660","pc",0.000257731958762887
"661","charger port broken",0.000257731958762887
"662","modification",0.000257731958762887
"663","glitched screen",0.000257731958762887
"664","screen is black",0.000257731958762887
"665","rust",0.000257731958762887
"666","ipod touch",0.000257731958762887
"667","charging issues",0.000257731958762887
"668","lens stuck",0.000257731958762887
"669","software problem",0.000257731958762887
"670","sms",0.000257731958762887
"671","itunes",0.000257731958762887
"672","panasonic",0.000257731958762887
"673","ir sensor",0.000257731958762887
"674","updates",0.000257731958762887
"675","hyperx",0.000257731958762887
"676","restart",0.000257731958762887
"677","board",0.000257731958762887
"678","mother board problem",0.000257731958762887
"679","settings",0.000257731958762887
"680","torn cable",0.000257731958762887
"681","freezes",0.000257731958762887
"682","paper feed problem",0.000257731958762887
"683","samsung galaxy s3",0.000257731958762887
"684","turn on",0.000257731958762887
"685","wifi greyed out",0.000257731958762887
"686","touch screen does not respond",0.000257731958762887
"687","lock screen",0.000257731958762887
"688","soft keys",0.000257731958762887
"689","vibrate not working",0.000257731958762887
"690","usb port damaged",0.000257731958762887
"691","radio",0.000257731958762887
"692","record",0.000257731958762887
"693","size",0.000257731958762887
"694","canon",0.000257731958762887
"695","wont turn on or charge",0.000257731958762887
"696","s7 lcd",0.000257731958762887
"697","password bypass",0.000257731958762887
"698","usb type c",0.000257731958762887
"699","z3",0.000257731958762887
"700","hdd to ssd",0.000257731958762887
"701","spill",0.000257731958762887
"702","red screen",0.000257731958762887
"703","repair water damage",0.000257731958762887
"704","keys not working",0.000257731958762887
"705","boot problem",0.000257731958762887
"706","macbook pro (13-inch",0.000257731958762887
"707","eject problem",0.000257731958762887
"708","locked",0.000257731958762887
"709","booting",0.000257731958762887
"710","ic",0.000257731958762887
"711","factory reset probpem",0.000257731958762887
"712","z5 compact",0.000257731958762887
"713","plasma tv",0.000257731958762887
"714","loop",0.000257731958762887
"715","retina macbook pro",0.000257731958762887
"716","ipad 2",0.000257731958762887
"717","cmos battery",0.000257731958762887
"718","external display",0.000257731958762887
"719","modem",0.000257731958762887
"720","tape deck",0.000257731958762887
"721","dryer",0.000257731958762887
"722","flashing",0.000257731958762887
"723","sim not working",0.000257731958762887
"724","xperia",0.000257731958762887
"725","black",0.000257731958762887
"726","ssd addition",0.000257731958762887
"727","trackpad button not responding",0.000257731958762887
"728","touch id not working",0.000257731958762887
"729","iphone7",0.000257731958762887
"730","samsung grand prime",0.000257731958762887
"731","touchscreen replacement",0.000257731958762887
"732","lags",0.000257731958762887
"733","turning on issues",0.000257731958762887
"734","music",0.000257731958762887
"735","kitchenaid",0.000257731958762887
"736","rear camera",0.000257731958762887
"737","materials",0.000257731958762887
"738","charger problems",0.000257731958762887
"739","vibration motor",0.000257731958762887
"740","speaker not working",0.000257731958762887
"741","wii u",0.000257731958762887
"742","mouse",0.000257731958762887
"743","won't",0.000257731958762887
"744","ticking sound",0.000257731958762887
"745","slow charging",0.000257731958762887
"746","portable",0.000257731958762887
"747","jbl",0.000257731958762887
"748","magsafe no light not charging",0.000257731958762887
"749","calls not working",0.000257731958762887
"750","mixer",0.000257731958762887
"751","static",0.000257731958762887
"752","lcd screen not working",0.000257731958762887
"753","ipad 4",0.000257731958762887
"754","signal",0.000257731958762887
"755","toolkit",0.000257731958762887
"756","wired",0.000257731958762887
"757","wd my passport",0.000257731958762887
"758","verizon",0.000257731958762887
"759","schematics",0.000257731958762887
"760","screen assembly",0.000257731958762887
"761","vintage",0.000257731958762887
"762","tools",0.000257731958762887
"763","note",0.000257731958762887
"764","compatible spare parts between two models",0.000128865979381443
"765","zte lever charging port dock broken new replace fix",0.000128865979381443
"766","optical viewfinder",0.000128865979381443
"767","lcd dead spots",0.000128865979381443
"768","fuse blown",0.000128865979381443
"769","power error 4005 rebooting",0.000128865979381443
"770","led screen",0.000128865979381443
"771","no damage that i now of",0.000128865979381443
"772","lock button does not work",0.000128865979381443
"773","clear browsing history",0.000128865979381443
"774","dell laptop beep error codes",0.000128865979381443
"775","imac dc power",0.000128865979381443
"776","google accounts",0.000128865979381443
"777","update interrupted",0.000128865979381443
"778","everything is wrong",0.000128865979381443
"779","front microphone",0.000128865979381443
"780","recognise my bluetooth",0.000128865979381443
"781","computer  reset",0.000128865979381443
"782","button problem",0.000128865979381443
"783","#i want to hear my self",0.000128865979381443
"784","acer aspire",0.000128865979381443
"785","coding",0.000128865979381443
"786","boot up problem",0.000128865979381443
"787","ringer not working",0.000128865979381443
"788","blinks",0.000128865979381443
"789","237-t12",0.000128865979381443
"790","most of it works but the screen starts to glitch",0.000128865979381443
"791","graphics card replacement",0.000128865979381443
"792","battery repair.",0.000128865979381443
"793","brother",0.000128865979381443
"794","hotspot",0.000128865979381443
"795","#digitizer #v1.0 #v1.1",0.000128865979381443
"796","aptio setup utility",0.000128865979381443
"797","turn on /charging",0.000128865979381443
"798","wifi bluetooth cant turn on more than 6 second",0.000128865979381443
"799","factory reset doesn't work",0.000128865979381443
"800","psu 12v output description",0.000128865979381443
"801","display screen",0.000128865979381443
"802","command key",0.000128865979381443
"803","cracked laptop shell",0.000128865979381443
"804","engine primer repair",0.000128865979381443
"805","dead backlight",0.000128865979381443
"806","bucking",0.000128865979381443
"807","factory reset still freezing up",0.000128865979381443
"808","power button jammed",0.000128865979381443
"809","vizio tv power issues",0.000128865979381443
"810","battre",0.000128865979381443
"811","bent frame",0.000128865979381443
"812","wheel module",0.000128865979381443
"813","bitlocker",0.000128865979381443
